id,origin,type,category,tags,title_en,title_fr,keyword_en,keyword_fr,slug_en,path_en,slug_fr,path_fr,length,angle,notes,pair_of,status_en,status_fr,merged_into,cover
334,en,library page,Library — lenses,"elements, fire","The Fire element in tarot: its suit, its meaning, its archetype",,fire element tarot,,fire-element,/library/four-elements/fire-element/,element-feu,/fr/bibliotheque/quatre-elements/element-feu/,900,,,,exists,todo,,
335,en,library page,Library — lenses,"elements, air","The Air element in tarot: its suit, its meaning, its archetype",,air element tarot,,air-element,/library/four-elements/air-element/,element-air,/fr/bibliotheque/quatre-elements/element-air/,900,,,,exists,todo,,
336,en,library page,Library — astrology,"zodiac, aries","Aries tarot card: which card is Aries, and what the sign does to a reading",,aries tarot card,,aries,/library/astrology/aries/,belier,/fr/bibliotheque/astrologie/belier/,900,,,,exists,todo,,
337,en,library page,Library — astrology,"zodiac, taurus","Taurus tarot card: which card is Taurus, and what the sign does to a reading",,taurus tarot card,,taurus,/library/astrology/taurus/,taureau,/fr/bibliotheque/astrologie/taureau/,900,,,,exists,todo,,
338,en,library page,Library — astrology,"zodiac, gemini","Gemini tarot card: which card is Gemini, and what the sign does to a reading",,gemini tarot card,,gemini,/library/astrology/gemini/,gemeaux,/fr/bibliotheque/astrologie/gemeaux/,900,,,,exists,todo,,
339,en,library page,Library — astrology,"zodiac, cancer","Cancer tarot card: which card is Cancer, and what the sign does to a reading",,cancer tarot card,,cancer,/library/astrology/cancer/,cancer,/fr/bibliotheque/astrologie/cancer/,900,,,,exists,todo,,
340,en,library page,Library — astrology,"zodiac, leo","Leo tarot card: which card is Leo, and what the sign does to a reading",,leo tarot card,,leo,/library/astrology/leo/,lion,/fr/bibliotheque/astrologie/lion/,900,,,,exists,todo,,
341,en,library page,Library — astrology,"zodiac, virgo","Virgo tarot card: which card is Virgo, and what the sign does to a reading",,virgo tarot card,,virgo,/library/astrology/virgo/,vierge,/fr/bibliotheque/astrologie/vierge/,900,,,,exists,todo,,
342,en,library page,Library — astrology,"zodiac, libra","Libra tarot card: which card is Libra, and what the sign does to a reading",,libra tarot card,,libra,/library/astrology/libra/,balance,/fr/bibliotheque/astrologie/balance/,900,,,,exists,todo,,
343,en,library page,Library — astrology,"zodiac, scorpio","Scorpio tarot card: which card is Scorpio, and what the sign does to a reading",,scorpio tarot card,,scorpio,/library/astrology/scorpio/,scorpion,/fr/bibliotheque/astrologie/scorpion/,900,,,,exists,todo,,
344,en,library page,Library — astrology,"zodiac, sagittarius","Sagittarius tarot card: which card is Sagittarius, and what the sign does to a reading",,sagittarius tarot card,,sagittarius,/library/astrology/sagittarius/,sagittaire,/fr/bibliotheque/astrologie/sagittaire/,900,,,,exists,todo,,
345,en,library page,Library — astrology,"zodiac, capricorn","Capricorn tarot card: which card is Capricorn, and what the sign does to a reading",,capricorn tarot card,,capricorn,/library/astrology/capricorn/,capricorne,/fr/bibliotheque/astrologie/capricorne/,900,,,,exists,todo,,
346,en,library page,Library — astrology,"zodiac, aquarius","Aquarius tarot card: which card is Aquarius, and what the sign does to a reading",,aquarius tarot card,,aquarius,/library/astrology/aquarius/,verseau,/fr/bibliotheque/astrologie/verseau/,900,,,,exists,todo,,
347,en,library page,Library — astrology,"zodiac, pisces","Pisces tarot card: which card is Pisces, and what the sign does to a reading",,pisces tarot card,,pisces,/library/astrology/pisces/,poissons,/fr/bibliotheque/astrologie/poissons/,900,,,,exists,todo,,
348,en,library page,Library — astrology,"planets, sun","Sun in astrology and tarot: what it means in a chart, and its card",,sun in astrology,,sun,/library/astrology/sun/,soleil,/fr/bibliotheque/astrologie/soleil/,900,,,,exists,todo,,
349,en,library page,Library — astrology,"planets, moon","Moon in astrology and tarot: what it means in a chart, and its card",,moon in astrology,,moon,/library/astrology/moon/,lune,/fr/bibliotheque/astrologie/lune/,900,,,,exists,todo,,
350,en,library page,Library — astrology,"planets, mercury","Mercury in astrology and tarot: what it means in a chart, and its card",,mercury in astrology,,mercury,/library/astrology/mercury/,mercure,/fr/bibliotheque/astrologie/mercure/,900,,,,exists,todo,,
351,en,library page,Library — astrology,"planets, venus","Venus in astrology and tarot: what it means in a chart, and its card",,venus in astrology,,venus,/library/astrology/venus/,venus,/fr/bibliotheque/astrologie/venus/,900,,,,exists,todo,,
352,en,library page,Library — astrology,"planets, mars","Mars in astrology and tarot: what it means in a chart, and its card",,mars in astrology,,mars,/library/astrology/mars/,mars,/fr/bibliotheque/astrologie/mars/,900,,,,exists,todo,,
353,en,library page,Library — astrology,"planets, jupiter","Jupiter in astrology and tarot: what it means in a chart, and its card",,jupiter in astrology,,jupiter,/library/astrology/jupiter/,jupiter,/fr/bibliotheque/astrologie/jupiter/,900,,,,exists,todo,,
354,en,library page,Library — astrology,"planets, saturn","Saturn in astrology and tarot: what it means in a chart, and its card",,saturn in astrology,,saturn,/library/astrology/saturn/,saturne,/fr/bibliotheque/astrologie/saturne/,900,,,,exists,todo,,
355,en,library page,Library — astrology,"planets, uranus","Uranus in astrology and tarot: what it means in a chart, and its card",,uranus in astrology,,uranus,/library/astrology/uranus/,uranus,/fr/bibliotheque/astrologie/uranus/,900,,,,exists,todo,,
356,en,library page,Library — astrology,"planets, neptune","Neptune in astrology and tarot: what it means in a chart, and its card",,neptune in astrology,,neptune,/library/astrology/neptune/,neptune,/fr/bibliotheque/astrologie/neptune/,900,,,,exists,todo,,
357,en,library page,Library — astrology,"planets, pluto","Pluto in astrology and tarot: what it means in a chart, and its card",,pluto in astrology,,pluto,/library/astrology/pluto/,pluton,/fr/bibliotheque/astrologie/pluton/,900,,,,exists,todo,,
358,en,library page,Library — astrology,"planets, lilith","Lilith in astrology and tarot: what it means in a chart, and its card",,lilith in astrology,,lilith,/library/astrology/lilith/,lilith,/fr/bibliotheque/astrologie/lilith/,900,,,,exists,todo,,
359,en,library page,Library — astrology,"planets, chiron","Chiron in astrology and tarot: what it means in a chart, and its card",,chiron in astrology,,chiron,/library/astrology/chiron/,chiron,/fr/bibliotheque/astrologie/chiron/,900,,,,exists,todo,,
360,en,library page,Library — lenses,"modes, cardinal","Cardinal signs and tarot: what the mode means, and which cards carry it",,cardinal signs meaning,,cardinal,/library/astrological-modes/cardinal/,cardinal,/fr/bibliotheque/modes-astrologiques/cardinal/,900,,,,exists,todo,,
361,en,library page,Library — lenses,"modes, fixed","Fixed signs and tarot: what the mode means, and which cards carry it",,fixed signs meaning,,fixed,/library/astrological-modes/fixed/,fixe,/fr/bibliotheque/modes-astrologiques/fixe/,900,,,,exists,todo,,
362,en,library page,Library — lenses,"modes, mutable","Mutable signs and tarot: what the mode means, and which cards carry it",,mutable signs meaning,,mutable,/library/astrological-modes/mutable/,mutable,/fr/bibliotheque/modes-astrologiques/mutable/,900,,,,exists,todo,,
363,en,library page,Library — symbols,"symbols, dog","The dog in tarot: what the symbol means, and the cards it appears on",,dog tarot symbol meaning,,dog,/library/tarot-symbols/dog/,,,700,,,,todo,todo,,
364,en,library page,Library — symbols,"symbols, sun","The sun in tarot: what the symbol means, and the cards it appears on",,sun tarot symbol meaning,,sun,/library/tarot-symbols/sun/,,,700,,,,todo,todo,,
365,en,library page,Library — symbols,"symbols, moon","The moon in tarot: what the symbol means, and the cards it appears on",,moon tarot symbol meaning,,moon,/library/tarot-symbols/moon/,,,700,,,,todo,todo,,
366,en,library page,Library — symbols,"symbols, stars","The stars in tarot: what the symbol means, and the cards it appears on",,stars tarot symbol meaning,,stars,/library/tarot-symbols/stars/,,,700,,,,todo,todo,,
367,en,library page,Library — symbols,"symbols, water","The water in tarot: what the symbol means, and the cards it appears on",,water tarot symbol meaning,,water,/library/tarot-symbols/water/,,,700,,,,todo,todo,,
368,en,library page,Library — symbols,"symbols, river","The river in tarot: what the symbol means, and the cards it appears on",,river tarot symbol meaning,,river,/library/tarot-symbols/river/,,,700,,,,todo,todo,,
369,en,library page,Library — symbols,"symbols, sea","The sea in tarot: what the symbol means, and the cards it appears on",,sea tarot symbol meaning,,sea,/library/tarot-symbols/sea/,,,700,,,,todo,todo,,
370,en,library page,Library — symbols,"symbols, mountain","The mountain in tarot: what the symbol means, and the cards it appears on",,mountain tarot symbol meaning,,mountain,/library/tarot-symbols/mountain/,,,700,,,,todo,todo,,
371,en,library page,Library — symbols,"symbols, cloud","The cloud in tarot: what the symbol means, and the cards it appears on",,cloud tarot symbol meaning,,cloud,/library/tarot-symbols/cloud/,,,700,,,,todo,todo,,
372,en,library page,Library — symbols,"symbols, hand","The hand from a cloud in tarot: what the symbol means, and the cards it appears on",,hand from a cloud tarot symbol meaning,,hand-from-a-cloud,/library/tarot-symbols/hand-from-a-cloud/,,,700,,,,todo,todo,,
373,en,library page,Library — symbols,"symbols, pillars","The pillars in tarot: what the symbol means, and the cards it appears on",,pillars tarot symbol meaning,,pillars,/library/tarot-symbols/pillars/,,,700,,,,todo,todo,,
374,en,library page,Library — symbols,"symbols, veil","The veil in tarot: what the symbol means, and the cards it appears on",,veil tarot symbol meaning,,veil,/library/tarot-symbols/veil/,,,700,,,,todo,todo,,
375,en,library page,Library — symbols,"symbols, throne","The throne in tarot: what the symbol means, and the cards it appears on",,throne tarot symbol meaning,,throne,/library/tarot-symbols/throne/,,,700,,,,todo,todo,,
376,en,library page,Library — symbols,"symbols, crown","The crown in tarot: what the symbol means, and the cards it appears on",,crown tarot symbol meaning,,crown,/library/tarot-symbols/crown/,,,700,,,,todo,todo,,
377,en,library page,Library — symbols,"symbols, wreath","The wreath in tarot: what the symbol means, and the cards it appears on",,wreath tarot symbol meaning,,wreath,/library/tarot-symbols/wreath/,,,700,,,,todo,todo,,
378,en,library page,Library — symbols,"symbols, lemniscate","The lemniscate (infinity sign) in tarot: what the symbol means, and the cards it appears on",,lemniscate (infinity sign) tarot symbol meaning,,lemniscate,/library/tarot-symbols/lemniscate/,,,700,,,,todo,todo,,
379,en,library page,Library — symbols,"symbols, angel","The angel in tarot: what the symbol means, and the cards it appears on",,angel tarot symbol meaning,,angel,/library/tarot-symbols/angel/,,,700,,,,todo,todo,,
380,en,library page,Library — symbols,"symbols, snake","The snake in tarot: what the symbol means, and the cards it appears on",,snake tarot symbol meaning,,snake,/library/tarot-symbols/snake/,,,700,,,,todo,todo,,
381,en,library page,Library — symbols,"symbols, lion","The lion in tarot: what the symbol means, and the cards it appears on",,lion tarot symbol meaning,,lion,/library/tarot-symbols/lion/,,,700,,,,todo,todo,,
382,en,library page,Library — symbols,"symbols, horse","The horse in tarot: what the symbol means, and the cards it appears on",,horse tarot symbol meaning,,horse,/library/tarot-symbols/horse/,,,700,,,,todo,todo,,
383,en,library page,Library — symbols,"symbols, bird","The bird in tarot: what the symbol means, and the cards it appears on",,bird tarot symbol meaning,,bird,/library/tarot-symbols/bird/,,,700,,,,todo,todo,,
384,en,library page,Library — symbols,"symbols, rose","The rose in tarot: what the symbol means, and the cards it appears on",,rose tarot symbol meaning,,rose,/library/tarot-symbols/rose/,,,700,,,,todo,todo,,
385,en,library page,Library — symbols,"symbols, lily","The lily in tarot: what the symbol means, and the cards it appears on",,lily tarot symbol meaning,,lily,/library/tarot-symbols/lily/,,,700,,,,todo,todo,,
386,en,library page,Library — symbols,"symbols, sunflower","The sunflower in tarot: what the symbol means, and the cards it appears on",,sunflower tarot symbol meaning,,sunflower,/library/tarot-symbols/sunflower/,,,700,,,,todo,todo,,
387,en,library page,Library — symbols,"symbols, pomegranate","The pomegranate in tarot: what the symbol means, and the cards it appears on",,pomegranate tarot symbol meaning,,pomegranate,/library/tarot-symbols/pomegranate/,,,700,,,,todo,todo,,
388,en,library page,Library — symbols,"symbols, grapes","The grapes in tarot: what the symbol means, and the cards it appears on",,grapes tarot symbol meaning,,grapes,/library/tarot-symbols/grapes/,,,700,,,,todo,todo,,
389,en,library page,Library — symbols,"symbols, key","The key in tarot: what the symbol means, and the cards it appears on",,key tarot symbol meaning,,key,/library/tarot-symbols/key/,,,700,,,,todo,todo,,
390,en,library page,Library — symbols,"symbols, path","The path in tarot: what the symbol means, and the cards it appears on",,path tarot symbol meaning,,path,/library/tarot-symbols/path/,,,700,,,,todo,todo,,
391,en,library page,Library — symbols,"symbols, tower","The tower in tarot: what the symbol means, and the cards it appears on",,tower tarot symbol meaning,,tower,/library/tarot-symbols/tower/,,,700,,,,todo,todo,,
392,en,library page,Library — symbols,"symbols, child","The child in tarot: what the symbol means, and the cards it appears on",,child tarot symbol meaning,,child,/library/tarot-symbols/child/,,,700,,,,todo,todo,,
393,en,city page,Local,"cities, workshops, paris","Tarot workshops in Paris: learn to read, online in your time zone or in person",,tarot classes paris,,tarot-paris,/fr/france/tarot-paris/,,,600,,,,exists,todo,,
394,en,city page,Local,"cities, workshops, london","Tarot workshops in London: learn to read, online in your time zone or in person",,tarot classes london,,tarot-london,/uk/tarot-london/,,,600,,,,exists,todo,,
395,en,city page,Local,"cities, workshops, new york","Tarot workshops in New York: learn to read, online in your time zone or in person",,tarot classes new york,,tarot-new-york,/usa/tarot-new-york/,,,600,,,,exists,todo,,
396,en,city page,Local,"cities, workshops, montréal","Tarot workshops in Montréal: learn to read, online in your time zone or in person",,tarot classes montréal,,tarot-montreal,/fr/quebec/tarot-montreal/,,,600,,,,exists,todo,,
397,en,city page,Local,"cities, workshops, sydney","Tarot workshops in Sydney: learn to read, online in your time zone or in person",,tarot classes sydney,,tarot-sydney,/australia/tarot-sydney/,,,600,,,,exists,todo,,
398,en,city page,Local,"cities, workshops, toronto","Tarot workshops in Toronto: learn to read, online in your time zone or in person",,tarot classes toronto,,tarot-toronto,/canada/tarot-toronto/,,,600,,,,exists,todo,,
399,en,city page,Local,"cities, workshops, los angeles","Tarot workshops in Los Angeles: learn to read, online in your time zone or in person",,tarot classes los angeles,,tarot-los-angeles,/usa/tarot-los-angeles/,,,600,,,,exists,todo,,
400,en,city page,Local,"cities, workshops, brussels","Tarot workshops in Brussels: learn to read, online in your time zone or in person",,tarot classes brussels,,tarot-bruxelles,/fr/belgique/tarot-bruxelles/,,,600,,,,exists,todo,,
401,en,city page,Local,"cities, workshops, geneva","Tarot workshops in Geneva: learn to read, online in your time zone or in person",,tarot classes geneva,,tarot-geneve,/fr/suisse/tarot-geneve/,,,600,,,,exists,todo,,
402,en,city page,Local,"cities, workshops, new orleans","Tarot workshops in New Orleans: learn to read, online in your time zone or in person",,tarot classes new orleans,,tarot-new-orleans,/usa/tarot-new-orleans/,,,600,,,,exists,todo,,
403,en,podcast episode,Podcast,"podcast, episodes","My personal experience with tarot, part 1: London, a headache, and a yellow ribbon",,tarot podcast personal story,,my-personal-experience-with-tarot-part-1,/podcast/my-personal-experience-with-tarot-part-1/,,,—,,,,todo,todo,,
404,en,podcast episode,Podcast,"podcast, episodes",Reading for strangers: what 300 blind readings taught me about being wrong,,tarot podcast readings,,reading-for-strangers,/podcast/reading-for-strangers/,,,—,,,,todo,todo,,
405,en,podcast episode,Podcast,"podcast, episodes","Is tarot the devil’s work? A conversation, not a sermon",,is tarot the devil's work podcast,,is-tarot-the-devils-work-a-conversation-not-a-sermon,/podcast/is-tarot-the-devils-work-a-conversation-not-a-sermon/,,,—,,,,todo,todo,,
406,en,podcast episode,Podcast,"podcast, episodes",Why you should quit tarot reading (for a while),,quit tarot podcast,,why-you-should-quit-tarot-reading-for-a-while,/podcast/why-you-should-quit-tarot-reading-for-a-while/,,,—,,,,todo,todo,,
407,en,podcast episode,Podcast,"podcast, episodes","Spiritual awakening or mental illness? The thin line, discussed carefully",,spiritual awakening mental illness,,spiritual-awakening-or-mental-illness-the-thin-line-discusse,/podcast/spiritual-awakening-or-mental-illness-the-thin-line-discusse/,,,—,,,,todo,todo,,
408,en,podcast episode,Podcast,"podcast, episodes",Can tarot predict the future? Reader vs sceptic,,can tarot predict the future podcast,,can-tarot-predict-the-future-reader-vs-sceptic,/podcast/can-tarot-predict-the-future-reader-vs-sceptic/,,,—,,,,todo,todo,,
409,en,podcast episode,Podcast,"podcast, episodes",Psychic powers: real abilities or clever manipulation?,,psychic powers real or fake,,psychic-powers,/podcast/psychic-powers/,,,—,,,,todo,todo,,
410,en,podcast episode,Podcast,"podcast, episodes",The Death card: symbol of transformation or ominous warning?,,death card podcast,,the-death-card,/podcast/the-death-card/,,,—,,,,todo,todo,,
411,en,podcast episode,Podcast,"podcast, episodes","Tarot as a therapeutic tool: where it helps, where it harms",,tarot therapy podcast,,tarot-as-a-therapeutic-tool,/podcast/tarot-as-a-therapeutic-tool/,,,—,,,,todo,todo,,
412,en,podcast episode,Podcast,"podcast, episodes",Tarot and social media: the reader you follow vs the reader you need,,tarot social media podcast,,tarot-and-social-media,/podcast/tarot-and-social-media/,,,—,,,,todo,todo,,
413,en,podcast episode,Podcast,"podcast, episodes",The craziest things that happened during my readings,,weird tarot stories podcast,,the-craziest-things-that-happened-during-my-readings,/podcast/the-craziest-things-that-happened-during-my-readings/,,,—,,,,todo,todo,,
414,en,podcast episode,Podcast,"podcast, episodes",The dark side of spirituality: spiritual bypassing,,spiritual bypassing podcast,,the-dark-side-of-spirituality,/podcast/the-dark-side-of-spirituality/,,,—,,,,todo,todo,,
415,en,article,Stories & experience,"personal story, method, experience",The first tarot reading I ever gave was ‘wrong’ — then she texted me three days later,Mon tout premier tirage était « faux ». Elle m’a écrit trois jours plus tard,how accurate are tarot readings,premier tirage tarot,how-accurate-are-tarot-readings,/blog/how-accurate-are-tarot-readings/,premier-tirage-tarot,/fr/blog/premier-tirage-tarot/,1200,the Discord girl; the relationship she wasn't looking for; confirmation days later,,F196,todo,todo,,
416,en,article,Stories & experience,"personal story, method, experience",I came to astrology to laugh at it. I want to explain exactly why I stopped,Je suis venue à l’astrologie pour m’en moquer,why do people believe in astrology,pourquoi croire en l'astrologie,why-do-people-believe-in-astrology,/blog/why-do-people-believe-in-astrology/,pourquoi-croire-en-lastrologie,/fr/blog/pourquoi-croire-en-lastrologie/,1200,the condescending YouTube video; the slap,,F197,todo,todo,,
417,en,article,Stories & experience,"personal story, method, experience",What it actually feels like to read a card (and why nobody can describe it to you),"Ce que ça fait, lire une carte (et pourquoi personne ne peut vous le raconter)",what does reading tarot feel like,que ressent-on en tirant les cartes,what-does-reading-tarot-feel-like,/blog/what-does-reading-tarot-feel-like/,que-ressent-on-en-tirant-les-cartes,/fr/blog/que-ressent-on-en-tirant-les-cartes/,900,the state; why the House makes you try before it explains,,F201,todo,todo,,
418,en,article,Stories & experience,"personal story, method, experience",Reading for someone I admired: the sentence I said out loud and still think about,,reading tarot for someone you know,,reading-tarot-for-someone-you-know,/blog/reading-tarot-for-someone-you-know/,,,1200,"the friend, the harsh chart, the line that crossed something",,,todo,todo,,
419,en,article,Stories & experience,"personal story, method, experience","A grandfather, a Japanese word, and five pots of paint","Un grand-père, un mot japonais et cinq pots de peinture",spirit contact after tarot reading,expérience étrange tarot,spirit-contact-after-tarot-reading,/blog/spirit-contact-after-tarot-reading/,experience-etrange-tarot,/fr/blog/experience-etrange-tarot/,1600,'Sorewa!'; cell number five; how mundane the message was,,F198,todo,todo,,
420,en,article,Stories & experience,"personal story, method, experience","The night I heard my father call me from 6,000 kilometres away",La nuit où j’ai entendu mon père m’appeler depuis 6 000 kilomètres,premonition experience,prémonition expérience,premonition-experience,/blog/premonition-experience/,premonition-experience,/fr/blog/premonition-experience/,1200,London; the Buddhist temple; you can be both,,F199,todo,todo,,
421,en,article,Stories & experience,"personal story, method, experience",The dream that arrived like a gentle tsunami,Le rêve arrivé comme un tsunami très doux,recurring dream meaning,rêve prémonitoire,recurring-dream-meaning,/blog/recurring-dream-meaning/,reve-premonitoire,/fr/blog/reve-premonitoire/,1000,the 2020 dreams; what she does with them now,,F200,todo,todo,,
422,en,article,Stories & experience,"personal story, method, experience",A voice gave me my friend’s name. She’s alive. Here’s what I learned about being wrong,,why was my tarot reading wrong,,why-was-my-tarot-reading-wrong,/blog/why-was-my-tarot-reading-wrong/,,,1600,"timing, interpretation, the shelf labelled sceptical-but-warned",,,todo,todo,,
423,en,article,Stories & experience,"personal story, method, experience",The pick-a-card video that made me cry (and what it taught me about recorded readings),Les tirages « choisis une carte » fonctionnent-ils ? La vidéo qui m’a fait pleurer,do pick a card readings work,choisis une carte tarot,do-pick-a-card-readings-work-2,/blog/do-pick-a-card-readings-work-2/,choisis-une-carte-tarot,/fr/blog/choisis-une-carte-tarot/,1000,Kloee Taylor; why a recording can still land,,F180,todo,todo,,
424,en,article,Stories & experience,"personal story, method, experience",I sold sage and crystals in 2021. Here’s why I stopped,Faut-il purifier son jeu de tarot ? J’ai vendu de la sauge en 2021. J’ai arrêté,should you cleanse your tarot deck,purifier son jeu de tarot,should-you-cleanse-your-tarot-deck,/blog/should-you-cleanse-your-tarot-deck/,purifier-son-jeu-de-tarot,/fr/blog/purifier-son-jeu-de-tarot/,1000,the pivot from selling ritual to teaching method,,F144,todo,todo,,
425,en,article,Stories & experience,"personal story, method, experience",Three hundred strangers told me nothing. This is what I got wrong 30 times,,tarot accuracy rate,,tarot-accuracy-rate,/blog/tarot-accuracy-rate/,,,1200,"the misses, named",,,todo,todo,,
426,en,article,Stories & experience,"personal story, method, experience",The reading I stopped halfway through,La lecture que j’ai arrêtée en plein milieu,when to stop a tarot reading,arrêter un tirage,when-to-stop-a-tarot-reading,/blog/when-to-stop-a-tarot-reading/,arreter-un-tirage,/fr/blog/arreter-un-tirage/,900,fatigue after two hours; the ethics of stopping,,F202,todo,todo,,
427,en,article,Stories & experience,"personal story, method, experience",Teaching my friends to read: the face they make right before they understand,Faire lire mes amis : le visage qu’ils font juste avant de comprendre,teaching someone to read tarot,apprendre le tarot à ses amis,teaching-someone-to-read-tarot,/blog/teaching-someone-to-read-tarot/,apprendre-le-tarot-a-ses-amis,/fr/blog/apprendre-le-tarot-a-ses-amis/,1000,the shock; why teaching beats reading,,F203,todo,todo,,
428,en,article,Stories & experience,"personal story, method, experience",What my own birth chart got wrong about me,,is astrology accurate,,is-astrology-accurate,/blog/is-astrology-accurate/,,,1000,the two-thirds that missed,,,todo,todo,,
429,en,article,Stories & experience,"personal story, method, experience",Why I stopped answering ‘will they come back?’,,will they come back tarot reading,,will-they-come-back-tarot-reading,/blog/will-they-come-back-tarot-reading/,,,900,the request you refuse and why,,,todo,todo,,
430,en,article,Stories & experience,"personal story, method, experience","The client I refused, and what she actually needed",,refusing a tarot client,,refusing-a-tarot-client,/blog/refusing-a-tarot-client/,,,900,"the fidgety ones; a decision, not a fifth reading",,,todo,todo,,
431,en,article,Stories & experience,"personal story, method, experience",Reading in two languages: what changes when a card speaks French,,tarot in another language,,tarot-in-another-language,/blog/tarot-in-another-language/,,,900,vous vs you; clé de lecture vs lens,,,todo,todo,,
432,en,article,Stories & experience,"personal story, method, experience",What I believed about tarot in 2020 that I no longer believe,,how my tarot practice changed,,how-my-tarot-practice-changed,/blog/how-my-tarot-practice-changed/,,,1000,the honest revision list,,,todo,todo,,
433,en,article,Stories & experience,"personal story, method, experience",The compliment that worried me: ‘you have a gift’,Le compliment qui m’inquiète : « tu as un don »,do you need a gift to read tarot,tu as un don voyance,do-you-need-a-gift-to-read-tarot,/blog/do-you-need-a-gift-to-read-tarot/,tu-as-un-don-voyance,/fr/blog/tu-as-un-don-voyance/,900,no Chosen Ones; why the compliment is a trap,,F204,todo,todo,,
434,en,article,Stories & experience,"personal story, method, experience",I kept a notebook for three years. Here’s what the notebook says about me,,tarot journal results,,tarot-journal-results,/blog/tarot-journal-results/,,,1200,"what counting revealed about the reader, not the cards",,,todo,todo,,
435,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Can tarot tell you when something will happen? Timing is where I miss most,,tarot timing accuracy,,tarot-timing-accuracy,/blog/tarot-timing-accuracy/,,,1000,timing was the failure in the voice story,,,todo,todo,,
436,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Does tarot work over video call? I read 300 people online and counted,,online tarot reading accuracy,,online-tarot-reading-accuracy,/blog/online-tarot-reading-accuracy/,,,900,most of the 300 were remote,,,todo,todo,,
437,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Do you have to believe in tarot for it to work?,,do you have to believe in tarot,,do-you-have-to-believe-in-tarot,/blog/do-you-have-to-believe-in-tarot/,,,900,the doubtful sitter is the best sitter,,,todo,todo,,
438,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Can a sceptic learn tarot? I was one,,can a skeptic read tarot,,can-a-skeptic-read-tarot,/blog/can-a-skeptic-read-tarot/,,,900,the mockery origin,,,todo,todo,,
439,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Is tarot dangerous? The three situations where I say no,Le tarot est-il dangereux ? Les trois situations où je dis non,is tarot dangerous,le tarot est-il dangereux,is-tarot-dangerous,/blog/is-tarot-dangerous/,le-tarot-est-il-dangereux,/fr/blog/le-tarot-est-il-dangereux/,1000,"distress, minors, refused subjects",,F165,todo,todo,,
440,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Can tarot be addictive? A test in three questions,,is tarot addictive,,is-tarot-addictive,/blog/is-tarot-addictive/,,,900,the fidgety ones,,,todo,todo,,
441,en,article,Ideas we refuse,"skepticism, ethics, honest answers",What happens if you read tarot every day for a year?,,reading tarot every day,,reading-tarot-every-day,/blog/reading-tarot-every-day/,,,900,practice vs crutch,,,todo,todo,,
442,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Should you read tarot when you’re upset?,,reading tarot when emotional,,reading-tarot-when-emotional,/blog/reading-tarot-when-emotional/,,,800,no; take a break,,,todo,todo,,
443,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Can you read tarot for a child?,,tarot reading for kids,,tarot-reading-for-kids,/blog/tarot-reading-for-kids/,,,800,no; 18+ and why,,,todo,todo,,
444,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Is it bad luck to buy your own tarot deck?,,buy your own tarot deck,,buy-your-own-tarot-deck,/blog/buy-your-own-tarot-deck/,,,800,"the gifted-deck myth, from someone who was gifted one",,,todo,todo,,
445,en,article,Ideas we refuse,"skepticism, ethics, honest answers",What if I don’t feel anything when I read?,,feel nothing reading tarot,,feel-nothing-reading-tarot,/blog/feel-nothing-reading-tarot/,,,900,lower the expectation further,,,todo,todo,,
446,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Do tarot cards get ‘tired’? What’s actually happening,,tarot deck not working,,tarot-deck-not-working,/blog/tarot-deck-not-working/,,,800,"it's you, not the cards",,,todo,todo,,
447,en,article,Ideas we refuse,"skepticism, ethics, honest answers",How do I know if I’m making it up?,,am i making up tarot readings,,am-i-making-up-tarot-readings,/blog/am-i-making-up-tarot-readings/,,,1000,the silence rule answers this exactly,,,todo,todo,,
448,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Should you tell someone bad news in a reading?,,delivering bad news tarot reading,,delivering-bad-news-tarot-reading,/blog/delivering-bad-news-tarot-reading/,,,1000,honesty without cruelty; the Virgo problem,,,todo,todo,,
449,en,article,Ideas we refuse,"skepticism, ethics, honest answers",What to do when someone cries during a reading,,someone cries tarot reading,,someone-cries-tarot-reading,/blog/someone-cries-tarot-reading/,,,900,stop; the door isn't yours,,,todo,todo,,
450,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Can two readers get different answers from the same cards?,,different tarot readers different answers,,different-tarot-readers-different-answers,/blog/different-tarot-readers-different-answers/,,,900,"yes, and why that isn't a scandal",,,todo,todo,,
451,en,article,Ideas we refuse,"skepticism, ethics, honest answers","How much should a tarot reading cost? What I charge for, and what I give away",,tarot reading price,,tarot-reading-price,/blog/tarot-reading-price/,,,1000,"lessons paid, readings free",,,todo,todo,,
452,en,article,Ideas we refuse,"skepticism, ethics, honest answers",Should tarot be free? What happens to a practice when it becomes a product,,free vs paid tarot reading,,free-vs-paid-tarot-reading,/blog/free-vs-paid-tarot-reading/,,,1000,,,,todo,todo,,
